"Escherichia coli str. K-12 substr. MG1655 - GI (Reference)","Escherichia coli str. K-12 substr. MG1655 - Locus Tag (Reference)","Escherichia coli str. K-12 substr. MG1655 - NCBI RefSeq Accession (Reference)","Escherichia coli str. K-12 substr. MG1655 - Description (Reference)","Legionella pneumophila subsp. pneumophila ATCC 43290 - ortholog count (reference : comparison)","Legionella pneumophila subsp. pneumophila ATCC 43290 - ortholuge status","Legionella pneumophila subsp. pneumophila ATCC 43290 - ortholog NCBI RefSeq accession","Campylobacter jejuni subsp. jejuni M1 - ortholog count (reference : comparison)","Campylobacter jejuni subsp. jejuni M1 - ortholuge status","Campylobacter jejuni subsp. jejuni M1 - ortholog NCBI RefSeq accession","Burkholderia multivorans ATCC 17616 NC_010801 - ortholog count (reference : comparison)","Burkholderia multivorans ATCC 17616 NC_010801 - ortholuge status","Burkholderia multivorans ATCC 17616 NC_010801 - ortholog NCBI RefSeq accession","Acinetobacter baumannii 1656-2 - ortholog count (reference : comparison)","Acinetobacter baumannii 1656-2 - ortholuge status","Acinetobacter baumannii 1656-2 - ortholog NCBI RefSeq accession","Shewanella violacea DSS12 - ortholog count (reference : comparison)","Shewanella violacea DSS12 - ortholuge status","Shewanella violacea DSS12 - ortholog NCBI RefSeq accession","Vibrio cholerae O1 biovar El Tor str. N16961 - ortholog count (reference : comparison)","Vibrio cholerae O1 biovar El Tor str. N16961 - ortholuge status","Vibrio cholerae O1 biovar El Tor str. N16961 - ortholog NCBI RefSeq accession"
"16131709","b3869","NP_418305.1","sensory histidine kinase in two-component regulatory system with GlnG","0","N/A","","1 to 2","RBB","WP_002932343.1","1 to 1","RBB","WP_006401978.1","1 to 1","SSD","WP_000371970.1","1 to 1","SSD","WP_041420121.1","1 to 1","SSD","NP_232374.1"
"16131710","b3870","NP_418306.1","glutamine synthetase","1 to 1","SSD","WP_010947094.1","1 to 1","SSD","WP_002854995.1","1 to 1","RBB","WP_006401979.1","1 to 1","SSD","WP_001284758.1","1 to 1","SSD","WP_013053381.1","1 to 1","SSD","NP_232372.1"
"49176434","b3871","YP_026274.1","GTP-binding protein","1 to 1","SSD","WP_010948509.1","1 to 1","RBB","WP_002799607.1","1 to 1","RBB","WP_006400319.1","1 to 1","SSD","WP_001280092.1","1 to 1","SSD","WP_013053380.1","1 to 1","SSD","NP_232370.1"
"16131712","b3872","NP_418308.1","predicted DNA-binding transcriptional regulator","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","WP_000434324.1","0","N/A","","1 to 1","RBB","NP_232989.1"
"16131713","b3873","NP_418309.1","predicted sugar phosphate isomerase","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131714","b3874","NP_418310.1","inner membrane protein, predicted transporter","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131715","b3875","NP_418311.1","outer membrane porin L","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"49176435","b3876","YP_026275.1","predicted transporter","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"145698335","b3877","NP_418313.4","predicted transporter","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131718","b3878","NP_418314.1","alpha-glucosidase","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"49176437","b3879","NP_418315.3","predicted aldose-1-epimerase","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"90111658","b3880","NP_418316.4","aldose-ketose isomerase; D-mannose isomerase","0","N/A","","0","N/A","","1 to 1","RBB","WP_012214275.1","0","N/A","","0","N/A","","0","N/A",""
"16131721","b3881","NP_418317.1","predicted aldolase","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131722","b3882","NP_418318.1","gamma-hydroxybutyrate dehydrogenase, NADH-dependent","0","N/A","","0","N/A","","1 to 1","RBB","WP_012216540.1","0","N/A","","0","N/A","","0","N/A",""
"90111659","b3883","NP_418319.2","predicted sugar kinase","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"90111660","b3884","NP_418320.2","predicted DNA-binding transcriptional regulator","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"90111661","b3885","NP_418321.4","alpha-D-Glucose-1-P phosphatase, anomer-specific","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","Borderline-SSD","NP_231282.1"
"16131726","b3886","NP_418322.1","predicted inner membrane protein","1 to 1","RBB","WP_011945803.1","1 to 1","RBB","WP_002854134.1","1 to 1","RBB","WP_012213492.1","1 to 1","SSD","WP_000893466.1","1 to 1","SSD","WP_041420484.1","1 to 1","SSD","NP_232368.1"
"16131727","b3887","NP_418323.1","D-tyr-tRNA(Tyr) deacylase","1 to 1","RBB","WP_010947570.1","0","N/A","","1 to 1","RBB","WP_006401684.1","1 to 1","RBB","WP_001202018.1","1 to 1","SSD","WP_013053372.1","1 to 1","SSD","NP_232367.1"
"16131728","b3888","NP_418324.1","predicted acetyltransferase","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","WP_041420392.1","1 to 1","RBB","NP_232366.1"
"145698336","b3889","NP_418325.3","predicted transcriptional regulator","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"90111663","b3890","NP_418326.2","conserved protein","0","N/A","","0","N/A","","1 to 1","RBB","WP_012217199.1","0","N/A","","0","N/A","","0","N/A",""
"16131731","b3891","NP_418327.1","formate dehydrogenase formation protein","0","N/A","","0","N/A","","1 to 1","RBB","WP_012217279.1","0","N/A","","0","N/A","","0","N/A",""
"16131732","b3892","NP_418328.1","formate dehydrogenase-O, cytochrome b556 subunit","0","N/A","","1 to 2","RBB","WP_002855824.1","1 to 2","RBB","WP_006399622.1","0","N/A","","0","N/A","","2 to 1","RBB","NP_231152.1"
"16131733","b3893","NP_418329.1","formate dehydrogenase-O, Fe-S subunit","0","N/A","","0","N/A","","1 to 2","RBB","WP_006415373.1","0","N/A","","0","N/A","","6 to 1","RBB","NP_231153.1"
"16131734","b3894","NP_418330.1","formate dehydrogenase-O, large subunit","0","N/A","","1 to 3","RBB","WP_002856627.1","1 to 2","RBB","WP_012217280.1","0","N/A","","0","N/A","","0","N/A",""
"16131735","b3895","NP_418331.1","formate dehydrogenase formation protein","0","N/A","","1 to 1","RBB","WP_002867056.1","2 to 1","RBB","WP_012212735.1;WP_012217838.1","1 to 1","SSD","WP_000187643.1","0","N/A","","1 to 1","Non-SSD","NP_231159.1"
"16131736","b3896","NP_418332.1","conserved lipoprotein","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131737","b3897","NP_418333.1","putative frv operon regulator; contains a PTS EIIA domain","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131738","b3898","NP_418334.1","predicted peptidase","1 to 1","RBB","WP_015444814.1","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"90111664","b3899","NP_418335.4","fused predicted PTS enzymes: IIB component/IIC component","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131740","b3900","NP_418336.1","predicted enzyme IIA component of PTS","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131741","b3901","NP_418337.1","L-rhamnose mutarotase","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131742","b3902","NP_418338.1","rhamnulose-1-phosphate aldolase","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"49176441","b3903","YP_026276.1","L-rhamnose isomerase","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131744","b3904","NP_418340.1","rhamnulokinase","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131745","b3905","NP_418341.1","DNA-binding transcriptional activator for rhaBAD and rhaT, L-rhamnose-binding","0","N/A","","1 to 4","RBB","WP_002852985.1","4 to 1","RBB","WP_012216567.1;WP_006413021.1;WP_006396391.1;WP_006401212.1","0","N/A","","1 to 1","Non-SSD","WP_013053551.1","1 to 1","RBB","NP_229849.1"
"171701684","b3906","NP_418342.2","DNA-binding transcriptional activator for rhaSR, L-rhamnose-binding","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","WP_000554500.1","0","N/A","","0","N/A",""
"16131747","b3907","NP_418343.1","L-rhamnose:proton symporter","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"49176442","b3908","NP_418344.3","superoxide dismutase, Mn","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","NP_232322.1"
"90111665","b3909","NP_418345.2","2-keto-3-deoxy-D-gluconate transporter","0","N/A","","0","N/A","","1 to 1","RBB","WP_006405451.1","0","N/A","","0","N/A","","0","N/A",""
"90111666","b3910","NP_418346.2","6-N-hydroxylaminopurine resistance protein","0","N/A","","1 to 1","RBB","WP_002856871.1","0","N/A","","0","N/A","","1 to 1","RBB","WP_013053505.1","0","N/A",""
"16131751","b3911","NP_418347.1","sensory histidine kinase in two-component regulatory system with CpxR","1 to 1","RBB","WP_011213723.1","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","WP_013049529.1","1 to 1","Non-SSD","NP_232321.1"
"16131752","b3912","NP_418348.1","DNA-binding response regulator in two-component regulatory system with CpxA","1 to 1","RBB","WP_011213724.1","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","WP_013049530.1","1 to 1","Non-SSD","NP_232320.1"
"16131753","b3915","NP_418350.1","ferrous iron and zinc transporter","1 to 1","Borderline-SSD","WP_015444330.1","1 to 1","SSD","WP_002866886.1","1 to 1","RBB","WP_012212529.1","0","N/A","","1 to 1","SSD","WP_013049532.1","1 to 1","SSD","NP_232318.1"
"16131754","b3916","NP_418351.1","6-phosphofructokinase I","1 to 1","Borderline-SSD","WP_010947630.1","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","NP_232317.1"
"16131755","b3917","NP_418352.1","sulfate transporter subunit","0","N/A","","1 to 1","RBB","WP_002878000.1","1 to 1","RBB","WP_006400148.1","1 to 1","SSD","WP_001212600.1","0","N/A","","0","N/A",""
"16131756","b3918","NP_418353.1","CDP-diacylglycerol phosphotidylhydrolase","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131757","b3919","NP_418354.1","triosephosphate isomerase","1 to 1","RBB","WP_010948480.1","1 to 1","RBB","WP_014517090.1","1 to 1","RBB","WP_012213011.1","1 to 1","Borderline-SSD","WP_000016939.1","1 to 1","SSD","WP_013052559.1","1 to 1","SSD","NP_232298.1"
"16131758","b3920","NP_418355.1","conserved protein","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131759","b3921","NP_418356.1","predicted inner membrane protein, DUF805 family","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","NP_232296.1"
"16131760","b3922","NP_418357.1","conserved protein, UPF0381 family","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","NP_233304.1"
"16131761","b3923","NP_418358.1","stress-induced protein","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131762","b3924","NP_418359.1","ferredoxin-NADP reductase","1 to 1","RBB","WP_016356729.1","0","N/A","","1 to 1","RBB","WP_012214327.1","1 to 1","RBB","WP_000021170.1","1 to 1","SSD","WP_013050060.1","0","N/A",""
"16131763","b3925","NP_418360.1","fructose 1,6-bisphosphatase II","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","NP_232316.1"
"16131764","b3926","NP_418361.1","glycerol kinase","1 to 1","Borderline-SSD","WP_010947143.1","0","N/A","","1 to 1","RBB","WP_006398356.1","1 to 1","SSD","WP_000063779.1","1 to 1","SSD","WP_013053306.1","1 to 1","SSD","NP_233131.1"
"16131765","b3927","NP_418362.1","glycerol facilitator","0","N/A","","0","N/A","","1 to 1","RBB","WP_006398355.1","0","N/A","","0","N/A","","0","N/A",""
"16131766","b3928","NP_418363.1","septal ring assembly factor, stimulates cell division","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","WP_013053221.1","0","N/A",""
"16131767","b3929","NP_418364.1","ribonuclease E (RNase E) inhibitor protein","0","N/A","","0","N/A","","1 to 1","RBB","WP_006402610.1","1 to 1","RBB","WP_000108826.1","1 to 1","SSD","WP_013053068.1","1 to 1","RBB","NP_232300.1"
"16131768","b3930","NP_418365.1","1,4-dihydroxy-2-naphthoate octaprenyltransferase","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","WP_013052385.1","1 to 1","RBB","NP_232301.1"
"16131769","b3931","NP_418366.1","molecular chaperone and ATPase component of HslUV protease","1 to 1","SSD","WP_032802771.1","1 to 1","RBB","WP_002866517.1","1 to 1","RBB","WP_006402997.1","0","N/A","","1 to 1","SSD","WP_013049559.1","1 to 1","SSD","NP_232302.1"
"16131770","b3932","NP_418367.1","peptidase component of the HslUV protease","1 to 1","SSD","WP_010946377.1","1 to 1","RBB","WP_002855129.1","1 to 1","RBB","WP_006402996.1","0","N/A","","1 to 1","SSD","WP_013049560.1","1 to 1","SSD","NP_232303.1"
"16131771","b3933","NP_418368.1","essential cell division protein","1 to 1","RBB","WP_011215990.1","0","N/A","","0","N/A","","0","N/A","","1 to 1","SSD","WP_013049561.1","1 to 1","RBB","NP_232304.1"
"16131772","b3934","NP_418369.1","DNA-binding transcriptional dual regulator","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","SSD","NP_232305.1"
"16131773","b3935","NP_418370.1","Primosome factor n' (replication factor Y)","1 to 1","SSD","WP_010948552.1","1 to 1","RBB","WP_041176754.1","1 to 1","RBB","WP_012212479.1","1 to 1","SSD","WP_000156646.1","1 to 1","SSD","WP_013049563.1","1 to 1","SSD","NP_232306.1"
"16131774","b3936","NP_418371.1","50S ribosomal subunit protein L31","1 to 1","SSD","WP_010946387.1","1 to 1","RBB","WP_002851603.1","0","N/A","","1 to 1","RBB","WP_001200845.1","1 to 1","SSD","WP_005500300.1","1 to 1","Non-SSD","NP_232307.1"
"16131775","b3937","NP_418372.1","conserved protein, DUF830 family","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131776","b3938","NP_418373.1","DNA-binding transcriptional repressor, S-adenosylmethionine-binding","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","WP_013053005.1","1 to 1","RBB","NP_232310.1"
"16131777","b3939","NP_418374.1","cystathionine gamma-synthase, PLP-dependent","1 to 1","Non-SSD","WP_011945993.1","0","N/A","","2 to 1","RBB","WP_006404010.1;WP_012217553.1","2 to 1","RBB","WP_000221152.1;WP_001076395.1","1 to 1","RBB","WP_013053004.1","1 to 1","RBB","NP_232311.1"
"16131778","b3940","NP_418375.1","fused aspartokinase II/homoserine dehydrogenase II","0","N/A","","1 to 2","RBB","WP_002854935.1","1 to 3","RBB","WP_006408212.1","1 to 3","RBB","WP_001185176.1","1 to 1","RBB","WP_013053003.1","1 to 1","RBB","NP_232312.1"
"16131779","b3941","NP_418376.1","5,10-methylenetetrahydrofolate reductase","0","N/A","","1 to 1","RBB","WP_002859283.1","1 to 1","RBB","WP_006401377.1","1 to 1","Non-SSD","WP_031946886.1","1 to 1","SSD","WP_013053002.1","1 to 1","RBB","NP_232313.2"
"16131780","b3942","NP_418377.1","catalase/hydroperoxidase HPI(I)","2 to 1","RBB","WP_027225267.1;WP_011212879.1","0","N/A","","1 to 1","RBB","WP_012467484.1","1 to 1","RBB","WP_000064297.1","0","N/A","","1 to 1","Borderline-SSD","NP_231200.1"
"90111667","b3943","NP_418378.4","inner membrane protein, predicted permease","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","NP_232491.1"
"16131782","b3944","NP_418379.1","conserved protein","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"90111668","b3945","NP_418380.4","glycerol dehydrogenase, NAD","0","N/A","","0","N/A","","0","N/A","","0","N/A","","2 to 1","RBB","WP_013049391.1","0","N/A",""
"16131784","b3946","NP_418381.1","fructose-6-phosphate aldolase 2","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"49176446","b3947","YP_026278.1","fused predicted PTS enzymes: Hpr component/enzyme I component/enzyme IIA component","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131787","b3949","NP_418384.1","predicted enzyme IIC component of PTS","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 2","RBB","NP_231455.1;NP_231456.1"
"16131788","b3950","NP_418385.1","predicted enzyme IIB component of PTS","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","NP_231457.1"
"16131789","b3951","NP_418386.1","predicted formate acetyltransferase 2 (pyruvate formate lyase II)","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"49176447","b3952","NP_418387.3","pyruvate formate lyase II activase","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131791","b3953","NP_418388.1","predicted enzyme IIB component of PTS","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131792","b3954","NP_418389.1","predicted DNA-binding transcriptional regulator","0","N/A","","1 to 4","RBB","WP_002852985.1","0","N/A","","0","N/A","","1 to 1","RBB","WP_013050154.1","2 to 1","RBB","NP_233455.1"
"16131793","b3955","NP_418390.1","conserved inner membrane protein","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A",""
"16131794","b3956","NP_418391.1","phosphoenolpyruvate carboxylase","1 to 1","RBB","WP_015444460.1","0","N/A","","1 to 1","RBB","WP_012212910.1","1 to 1","SSD","WP_000250585.1","1 to 1","SSD","WP_013053282.1","1 to 1","SSD","NP_232274.2"
"16131795","b3957","NP_418392.1","acetylornithine deacetylase","1 to 1","Borderline-SSD","WP_010946898.1","0","N/A","","2 to 1","RBB","WP_012217842.1;WP_012213176.1","0","N/A","","1 to 1","SSD","WP_041420479.1","1 to 1","SSD","NP_232273.1"
"16131796","b3958","NP_418393.1","N-acetyl-gamma-glutamylphosphate reductase, NAD(P)-binding","0","N/A","","1 to 1","SSD","WP_002866368.1","2 to 1","RBB","WP_006401315.1;WP_012216455.1","1 to 1","RBB","WP_000626439.1","1 to 1","SSD","WP_013053280.1","1 to 1","SSD","NP_232272.2"
"145698337","b3959","NP_418394.3","acetylglutamate kinase","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","WP_001135419.1","1 to 1","RBB","WP_013053279.1","1 to 1","RBB","NP_232271.1"
"16131798","b3960","NP_418395.1","argininosuccinate lyase","1 to 1","SSD","WP_015444810.1","1 to 1","SSD","WP_002866013.1","1 to 1","RBB","WP_006415883.1","1 to 1","Non-SSD","WP_000213740.1","1 to 1","SSD","WP_013053276.1","1 to 1","SSD","NP_232269.1"
"16131799","b3961","NP_418396.1","DNA-binding transcriptional dual regulator","1 to 1","SSD","WP_010947541.1","0","N/A","","1 to 1","RBB","WP_006401641.1","1 to 1","SSD","WP_000729506.1","1 to 1","SSD","WP_013050201.1","1 to 1","SSD","NP_232264.1"
"90111670","b3962","NP_418397.2","pyridine nucleotide transhydrogenase, soluble","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","WP_001137505.1","0","N/A","","1 to 1","SSD","NP_229809.1"
"145698338","b3963","NP_418398.2","DNA-binding transcriptional repressor","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","WP_000195202.1","1 to 1","SSD","WP_041420485.1","1 to 1","RBB","NP_229810.1"
"16131802","b3964","NP_418399.1","inner membrane protein, DUF1422 family","0","N/A","","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","NP_229811.1"
"16131803","b3965","NP_418400.1","tRNA m(5)U54 methyltransferase, SAM-dependen","0","N/A","","1 to 1","RBB","WP_002866957.1","0","N/A","","1 to 1","RBB","WP_000204640.1","1 to 1","RBB","WP_013053437.1","1 to 1","SSD","NP_229812.1"
"16131804","b3966","NP_418401.1","vitamin B12/cobalamin outer membrane transporter","0","N/A","","0","N/A","","1 to 1","RBB","WP_012216951.1","1 to 1","SSD","WP_000045379.1","1 to 6","RBB","WP_013050878.1;WP_013051619.1;WP_041419967.1;WP_013052354.1;WP_041420077.1;WP_013053572.1","1 to 1","SSD","NP_229813.1"
"90111671","b3967","NP_418402.2","glutamate racemase","1 to 1","Borderline-SSD","WP_027223816.1","1 to 1","RBB","WP_002826386.1","1 to 1","RBB","WP_012213033.1","2 to 1","RBB","WP_001063716.1;WP_000125341.1","1 to 1","SSD","WP_041420124.1","1 to 1","SSD","NP_229815.1"
"16131806","b3972","NP_418403.1","UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding","1 to 1","RBB","WP_016357031.1","1 to 1","RBB","WP_002866834.1","1 to 1","RBB","WP_012212837.1","1 to 1","SSD","WP_001166918.1","1 to 1","SSD","WP_013053434.1","1 to 1","SSD","NP_229972.1"
"16131807","b3973","NP_418404.1","bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase/ DNA-binding transcriptional repressor, bio-5'-AMP-binding","1 to 1","SSD","WP_010946520.1","1 to 1","RBB","WP_002854541.1","1 to 1","RBB","WP_006409904.1","1 to 1","RBB","WP_000362833.1","1 to 1","SSD","WP_041420123.1","1 to 1","SSD","NP_229973.1"
"16131808","b3974","NP_418405.1","pantothenate kinase","0","N/A","","0","N/A","","0","N/A","","0","N/A","","1 to 1","RBB","WP_013053432.1","1 to 1","RBB","NP_229974.1"
"16131810","b3980","NP_418407.1","protein chain elongation factor EF-Tu (duplicate of tufA)","2 to 2","SSD","WP_010946066.1","1 to 2","SSD","WP_002855271.1","2 to 2","RBB","WP_012212556.1","2 to 2","SSD","WP_001029610.1","2 to 2","RBB","WP_013053420.1","2 to 2","SSD","NP_230016.1;NP_229975.1"
"16131811","b3981","NP_418408.1","preprotein translocase membrane subunit","1 to 1","RBB","WP_010946067.1","0","N/A","","1 to 1","RBB","WP_006400673.1","1 to 1","RBB","WP_000063880.1","1 to 1","SSD","WP_013053431.1","1 to 1","SSD","NP_229976.1"
"16131812","b3982","NP_418409.1","transcription termination factor","1 to 1","SSD","WP_014840953.1","1 to 1","RBB","WP_002851098.1","1 to 1","RBB","WP_006400672.1","1 to 1","SSD","WP_000832994.1","1 to 1","SSD","WP_013053430.1","1 to 1","SSD","NP_229977.1"
"16131813","b3983","NP_418410.1","50S ribosomal subunit protein L11","1 to 1","SSD","WP_010946069.1","1 to 1","SSD","WP_002779452.1","1 to 1","RBB","WP_006400671.1","1 to 1","SSD","WP_001074682.1","1 to 1","SSD","WP_013053429.1","1 to 1","SSD","NP_229978.1"
"16131814","b3984","NP_418411.1","50S ribosomal subunit protein L1","1 to 1","SSD","WP_010946070.1","1 to 1","SSD","WP_002854928.1","1 to 1","RBB","WP_006400670.1","1 to 1","SSD","WP_001096694.1","1 to 1","SSD","WP_013053428.1","1 to 1","SSD","NP_229979.1"
"16131815","b3985","NP_418412.1","50S ribosomal subunit protein L10","1 to 1","SSD","WP_010946071.1","1 to 1","RBB","WP_002866976.1","1 to 1","RBB","WP_006400668.1","1 to 1","SSD","WP_001196213.1","1 to 1","SSD","WP_013053427.1","1 to 1","Borderline-SSD","NP_229980.1"
"16131816","b3986","NP_418413.1","50S ribosomal subunit protein L7/L12","1 to 1","SSD","WP_010946072.1","1 to 1","RBB","WP_002854820.1","1 to 1","RBB","WP_006400666.1","1 to 1","SSD","WP_001229360.1","1 to 1","SSD","WP_013053426.1","1 to 1","SSD","NP_229981.1"
